Recall@1,Recall@3,Recall@5,Recall@10,Recall@20,Recall@30,Recall@50,Recall@100,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,nDCG@100,type
0.0550449550449551,0.13664946164946162,0.20023032523032522,0.3141885891885891,0.4506021756021755,0.5424658674658673,0.6321595071595072,0.7166278166278166,0.735930735930736,0.6545991317538274,0.6296247635879955,0.6144176059852449,0.6303024841528082,0.659781113386126,0.6824626747444938,0.7000037018280146,improved_preds
